"URL","都道府県","経営主体","病院名","病床数","住所","電話"
"http://www.hokuyu-aoth.org/","北海道","社会医療法人","北楡会札幌北楡病院",281,"北海道札幌市白石区東札幌6条6-5-1","011-865-0111"
"http://www.hokko.or.jp/","北海道","社会医療法人","北光記念病院",145,"北海道札幌市東区北27条東8-1-6","011-722-1133"
"http://www.kyoaikai-hosp.com","北海道","社会福祉法人","共愛会病院",378,"北海道函館市中島町7-21","0138-51-2111"
"http://www.sapporojikeikai.or.jp/jikeikai/","北海道","社会福祉法人","慈啓会病院",235,"北海道札幌市中央区旭ケ丘5-6-50","011-561-8292"
"http://www.gobyou.com/","北海道","社会福祉法人","函館五稜郭病院",480,"北海道函館市五稜郭町38-3","0138-51-2295"
"http://www.chubyou.com/","北海道","社会福祉法人","函館中央病院",527,"北海道函館市本町33-2","0138-52-1231"
"http://www.ntt-east.co.jp/smc/","北海道","会社","ＮＴＴ東日本札幌病院",301,"北海道札幌市中央区南1条西15-290","011-623-7000"
"https://hospital.jrhokkaido.co.jp/","北海道","会社","ＪＲ札幌病院",312,"北海道札幌市中央区北3条東1","011-208-7150"
"http://www.otaru-ekisaikai.jp","北海道","その他法人","小樽掖済会病院",138,"北海道小樽市稲穂1-4-1","0134-24-0325"
"http://www.hosp.go.jp/~hatinohe/","青森県","独立行政法人国立病院機構","八戸病院",138,"青森県八戸市吹上3-13-1","0178-45-6111"
"https://www.aomorih.johas.go.jp/","青森県","独立行政法人労働者健康安全機構","青森労災病院",468,"青森県八戸市大字白銀町字南ヶ丘1番地","0178-33-1551"
"http://aomori-kenbyo.jp/","青森県","都道府県","青森県立中央病院",684,"青森県青森市東造道2-1-1","017-726-8111"
"https://www.city.aomori.aomori.jp/byouin/top.html","青森県","市町村","青森市民病院",459,"青森県青森市勝田1-14-20","017-734-2171"
"http://hospital-kuroishi.jp","青森県","市町村","黒石市国民健康保険黒石病院",257,"青森県黒石市北美町一丁目70番地","0172-52-2121"
"http://www.hospital-shichinohe.aomori.jp/","青森県","市町村","公立七戸病院",110,"青森県上北郡七戸町字影津内98-1","0176-62-2105"
"http://www.shimokita-mc.jp/oma/","青森県","市町村","国民健康保険大間病院",48,"青森県下北郡大間町大字大間字大間平20-78","0175-37-2105"
"http://www.sannohe-hp.jp/","青森県","市町村","三戸中央病院",142,"青森県三戸郡三戸町川守田字沖中9-1","0179-20-1131"
"http://www.tsgren.jp/tsugaru-general-hospital/","青森県","市町村","つがる総合病院",438,"青森県五所川原市字岩木町12番地3","0173-35-3111"
"http://www.hp-chuou-towada.towada.aomori.jp/","青森県","市町村","十和田市立中央病院",379,"青森県十和田市西十二番町14-8","0176-23-5121"
"http://www.hospital.hachinohe.aomori.jp","青森県","市町村","八戸市立市民病院",608,"青森県八戸市田向三丁目１番1号","0178-72-5111"
"http://www.city.hirosaki.aomori.jp/hospital/","青森県","市町村","弘前市立病院",250,"青森県弘前市大字大町3-8-1","0172-34-3211"
"http://www.hospital.misawa.aomori.jp/","青森県","市町村","三沢市立三沢病院",220,"青森県三沢市大字三沢字堀口164-65","0176-53-2161"
"http://www.hospital-mutsu.or.jp/","青森県","市町村","むつ総合病院",434,"青森県むつ市小川町1-2-8","0175-22-2111"
"http://www.hachinohe.jrc.or.jp","青森県","日赤","八戸赤十字病院",434,"青森県八戸市田面木字中明戸2","0178-27-3111"
"http://sg-silver.jp/","青森県","公益法人","メディカルコート八戸西病院",199,"青森県八戸市長苗代字中坪77","0178-28-4000"
"http://www.heiwa-hp.or.jp/","青森県","医療法人","八戸平和病院",121,"青森県八戸市湊高台2-4-6","0178-31-2222"
"https://www.kensei-hp.jp/","青森県","医療生協","健生病院",282,"青森県弘前市大字扇町2-2-2","0172-55-7717"
"http://www.narumihospital.or.jp/","青森県","その他法人","鳴海病院",116,"青森県弘前市品川町19","0172-32-5211"
"https://morioka.hosp.go.jp","岩手県","独立行政法人国立病院機構","盛岡医療センター",260,"岩手県盛岡市青山1-25-1","019-647-2195"
"http://www.isawa-hp.com/","岩手県","都道府県","岩手県立胆沢病院",346,"岩手県奥州市水沢字龍ヶ馬場61","0197-24-4121"
"http://www.ichinohe-hp.com/","岩手県","都道府県","岩手県立一戸病院",324,"岩手県二戸郡一戸町一戸字砂森60-1","0195-33-3101"
"http://www.iwai-hp.com/","岩手県","都道府県","岩手県立磐井病院",315,"岩手県一関市狐禅寺字大平17","0191-23-3452"
"http://www.esashi-hp.com/","岩手県","都道府県","岩手県立江刺病院",137,"岩手県奥州市江刺区西大通り5-23","0197-35-2181"
"https://www5.pref.iwate.jp/~ootsuchi/","岩手県","都道府県","岩手県立大槌病院",50,"岩手県上閉伊郡大槌町小鎚第23地割字寺野1-1","0193-42-2121"
"http://oofunato-hp.com/","岩手県","都道府県","岩手県立大船渡病院",489,"岩手県大船渡市大船渡町字山馬越10-1","0192-26-1111"
"http://www.kamaishi-hp.com/","岩手県","都道府県","岩手県立釜石病院",272,"岩手県釜石市甲子町10-483-6","0193-25-2011"
"http://www.kuji-hp.com/","岩手県","都道府県","岩手県立久慈病院",334,"岩手県久慈市旭町第10地割1番","0194-53-6131"
"http://www.senmaya-hospital.jp/","岩手県","都道府県","岩手県立千厩病院",152,"岩手県一関市千厩町千厩字草井沢32-1","0191-53-2101"
"http://www.daitou-hp.com/","岩手県","都道府県","岩手県立大東病院",40,"岩手県一関市大東町大原字川内128","0191-72-2121"
"http://www.chuo-hp.jp/","岩手県","都道府県","岩手県立中央病院",685,"岩手県盛岡市上田一丁目４番１号","019-653-1151"
"http://www.chubu-hp.com/","岩手県","都道府県","岩手県立中部病院",434,"岩手県北上市村崎野17地割10番地","0197-71-1511"
"http://www.towa-hp.com/","岩手県","都道府県","岩手県立東和病院",68,"岩手県花巻市東和町安俵6区75-1","0198-42-2211"
"http://www.tono-hospital.com/","岩手県","都道府県","岩手県立遠野病院",122,"岩手県遠野市松崎町白岩14地割74番地","0198-62-2222"
"http://www.ninohe-hp.net/","岩手県","都道府県","岩手県立二戸病院",253,"岩手県二戸市堀野字大川原毛38-2","0195-23-2191"
"http://www.miyako-hp.jp/","岩手県","都道府県","岩手県立宮古病院",334,"岩手県宮古市崎鍬ケ崎第1地割11-26","0193-62-4011"
"https://www.pref.iwate.jp/iryoukyoku/yamada/index.html","岩手県","都道府県","岩手県立山田病院",50,"岩手県下閉伊郡山田町飯岡第１地割21-1","0193-82-2111"
"https://kuzumaki-hp.jp/","岩手県","市町村","国民健康保険葛巻病院",60,"岩手県岩手郡葛巻町葛巻第16地割１番地１","0195-66-2311"
"http://www.city.hachimantai.lg.jp/","岩手県","市町村","八幡平市国民健康保険西根病院",60,"岩手県八幡平市田頭第22地割79-1","0195-76-3111"
"http://www.morioka-city-hosp.jp/","岩手県","市町村","盛岡市立病院",268,"岩手県盛岡市本宮5-15-1","019-635-0101"
"http://www.morioka.jrc.or.jp/","岩手県","日赤","盛岡赤十字病院",438,"岩手県盛岡市三本柳6地割1-1","019-637-3111"
"http://saisei-iwaizumi.com/","岩手県","済生会","岩泉病院",92,"岩手県下閉伊郡岩泉町岩泉字中家19-1","0194-22-2151"
"http://www.saiseikai-hp.or.jp","岩手県","済生会","北上済生会病院",303,"岩手県北上市花園町1-6-8","0197-64-7722"
"http://www.hanamakihospital.or.jp","岩手県","公益法人","総合花巻病院",199,"岩手県花巻市花城町4-28","0198-23-3311"
"http://www.rakuzankai.jp","岩手県","医療法人","せいてつ記念病院",119,"岩手県釜石市小佐野町4-3-7","0193-23-2030"
"http://www.toyama-byouin.jp/","岩手県","医療法人","遠山病院",136,"岩手県盛岡市下ノ橋町6-14","019-651-2111"
"http://kikodo.or.jp/","岩手県","医療法人","南昌病院",180,"岩手県紫波郡矢巾町広宮沢1-2-181","019-697-5211"
"http://www.matsuzono.jp","岩手県","医療法人","松園第二病院",90,"岩手県盛岡市西松園3-22-3","019-662-0100"
"http://moriokaminami-hp.com/","岩手県","医療法人","盛岡南病院",164,"岩手県盛岡市津志田13地割18-4","019-638-2020"
"http://www.yu-ai.net/","岩手県","医療法人","盛岡友愛病院",386,"岩手県盛岡市永井12-10","019-638-2222"
"http://www.nisshindo-g.com","岩手県","医療法人","八角病院",50,"岩手県盛岡市好摩字夏間木70-190","019-682-0201"
"http://www.hopital-ohshu.or.jp/","岩手県","特定医療法人","奥州病院",156,"岩手県奥州市水沢東大通り1-5-30","0197-25-5111"
"http://tsunagi-hp.net","岩手県","特定医療法人","盛岡つなぎ温泉病院",170,"岩手県盛岡市繋字尾入野64-9","019-689-2101"
"http://www.i-shinseikai.jp/publics/index/165/","岩手県","社会福祉法人","みちのく療育園",54,"岩手県紫波郡矢巾町大字煙山第24地割1番地","019-611-0600"
"http://kawakubo-hos.jp","岩手県","医療生協","川久保病院",120,"岩手県盛岡市津志田26-30-1","019-635-1305"
"http://www.mairin.jp/hospital/","岩手県","その他法人","東八幡平病院",150,"岩手県八幡平市柏台2-8-2","0195-78-2511"
"http://www.snh.go.jp/","宮城県","独立行政法人国立病院機構","仙台医療センター",698,"宮城県仙台市宮城野区宮城野2-8-8","022-293-1111"
"http://www.tohokuh.johas.go.jp/","宮城県","独立行政法人労働者健康安全機構","東北労災病院",548,"宮城県仙台市青葉区台原4-3-21","022-275-1111"
"http://sendai.jcho.go.jp/","宮城県","独立行政法人地域医療機能推進機構","仙台病院",428,"宮城県仙台市青葉区堤町3-16-1","022-275-3111"
"http://sendaiminami.jcho.go.jp/","宮城県","独立行政法人地域医療機能推進機構","仙台南病院",200,"宮城県仙台市太白区中田町字前沖143","022-306-1711"
"http://ishinomaki-city.hospital.jp","宮城県","市町村","石巻市立病院",180,"宮城県石巻市穀町15-1","0225-25-5555"
"http://www.h-osaki.jp/","宮城県","市町村","大崎市民病院",500,"宮城県大崎市古川穂波3-8-1","0229-23-3311"
"http://www.kurihara-central-hp.jp/","宮城県","市町村","栗原市立栗原中央病院",329,"宮城県栗原市築館宮野中央3-1-1","0228-21-5330"
"http://www.city-hospital-shiogama.jp/","宮城県","市町村","塩竈市立病院",161,"宮城県塩竈市香津町7-1","022-364-5521"
"http://hospital.city.sendai.jp","宮城県","市町村","仙台市立病院",525,"宮城県仙台市太白区あすと長町1-1-1","022-308-7111"
"http://www.city.tome.miyagi.jp/iryou/tomehp/","宮城県","市町村","登米市立登米市民病院",258,"宮城県登米市迫町佐沼字下田中25","0220-22-5511"
"http://www.minamisanriku-hp.jp/","宮城県","市町村","南三陸病院",90,"宮城県本吉郡南三陸町志津川字沼田14-3","0226-46-3664"
"http://www.ishinomaki.jrc.or.jp/","宮城県","日赤","石巻赤十字病院",464,"宮城県石巻市蛇田字西道下71","0225-21-7220"
"http://www.sendai.jrc.or.jp","宮城県","日赤","仙台赤十字病院",389,"宮城県仙台市太白区八木山本町2-43-3","022-243-1111"
"http://www.tohokukosai.com/flash.htm","宮城県","共済組合及び連合会","東北公済病院",365,"宮城県仙台市青葉区国分町2-3-11","022-227-2211"
"http://www.m-kousei.com/saka/","宮城県","公益法人","坂総合病院",357,"宮城県塩竈市錦町16-5","022-365-5175"
"http://www.openhp.or.jp","宮城県","公益法人","仙台オープン病院",330,"宮城県仙台市宮城野区鶴ケ谷5-22-1","022-252-1111"
"http://www.rifuekisaikai.com/","宮城県","公益法人","宮城利府掖済会病院",100,"宮城県利府町森郷字新太子堂51","022-767-2151"
"http://www.ishinomaki.gr.jp/","宮城県","医療法人","石巻健育会病院",168,"宮城県石巻市大街道西3-3-27","0225-94-9195"
"www.eijinkai-hp.or.jp","宮城県","医療法人","永仁会病院",80,"宮城県大崎市古川旭2-5-1","0229-22-0063"
"http://www.jinmei.or.jp/saito","宮城県","医療法人","齋藤病院",179,"宮城県石巻市山下町1-7-24","0225-96-3251"
"http://www.suzuki-hospital.jp/","宮城県","医療法人","スズキ記念病院",78,"宮城県岩沼市里の杜3-5-5","0223-23-3111"
"http://www.sen-en.jp/sougou/","宮城県","医療法人","仙塩総合病院",260,"宮城県多賀城市桜木2-1-1","022-367-4111"
"https://sendai.tokushukai.jp/","宮城県","医療法人","仙台徳洲会病院",315,"宮城県仙台市泉区七北田字駕籠沢15","022-372-1110"
"http://www.noukenkai.jp","宮城県","医療法人","仙台東脳神経外科病院",93,"宮城県仙台市宮城野区岩切1-12-1","022-255-7117"
"https://www.natorikumanodou.net/","宮城県","医療法人","名取熊野堂病院",112,"宮城県名取市高舘熊野堂字岩口下68-1","022-386-2131"
"http://www.minamihama.or.jp/","宮城県","特定医療法人","南浜中央病院",239,"宮城県岩沼市寺島字北新田111","0223-24-1861"
"http://www.sendai-kousei-hospital.jp/","宮城県","その他法人","仙台厚生病院",409,"宮城県仙台市青葉区広瀬町4-15","022-222-6181"
"http://www.spellman.or.jp/","宮城県","その他法人","光ヶ丘スペルマン病院",140,"宮城県仙台市宮城野区東仙台6-7-1","022-257-0231"
"http://akitahp.jp/AkitaHP_top.html","秋田県","独立行政法人国立病院機構","あきた病院",340,"秋田県由利本荘市岩城内道川字井戸ノ沢84-40","0184-73-2002"
"http://www.ugo-h.jp","秋田県","市町村","羽後町立羽後病院",168,"秋田県雄勝郡羽後町西馬音内字大戸道44-5","0183-62-1111"
"http://www.odate-hp.odate.akita.jp","秋田県","市町村","大館市立総合病院",443,"秋田県大館市豊町3-1","0186-42-5370"
"http://www.ogaminato.jp/","秋田県","市町村","男鹿みなと市民病院",145,"秋田県男鹿市船川港船川字海岸通り1号8-6","0185-23-2221"
"http://kakunodate-hp.com/","秋田県","市町村","市立角館総合病院",206,"秋田県仙北市角館町岩瀬3","0187-54-2111"
"http://www.hana.or.jp/~thos/","秋田県","市町村","市立田沢湖病院",60,"秋田県仙北市田沢湖生保内字浮世坂17-1","0187-43-1131"
"http://www.yokote-mhp.jp/","秋田県","市町村","市立横手病院",229,"秋田県横手市根岸町5-31","0182-32-5001"
"http://www.akita-noken.jp/pc/","秋田県","地方独立行政法人","秋田県立循環器・脳脊髄センター",184,"秋田県秋田市千秋久保田町6-10","018-833-0115"
"http://akita-city-hospital.jp/","秋田県","地方独立行政法人","市立秋田総合病院",456,"秋田県秋田市川元松丘町4-30","018-823-4171"
"http://www.akita-med.jrc.or.jp/","秋田県","日赤","秋田赤十字病院",480,"秋田県秋田市上北手猿田字苗代沢222-1","018-829-5000"
"http://akikumihsp.com","秋田県","厚生連","秋田厚生医療センター",479,"秋田県秋田市飯島西袋1-1-1","018-880-3000"
"http://www.okmc.jp/","秋田県","厚生連","大曲厚生医療センター",437,"秋田県大仙市大曲通町8-65","0187-63-2111"
"http://www.ogachi-hsp.jp","秋田県","厚生連","雄勝中央病院",366,"秋田県湯沢市山田字勇ヶ岡25","0183-73-5000"
"http://www.hspkazuno.kazuno.akita.jp/","秋田県","厚生連","かづの厚生病院",199,"秋田県鹿角市花輪字向畑18","0186-23-2111"
